entrezID,acronym,isAstrocyteEnriched,isOligodendrocyteEnriched,isNeuronEnriched,isGoodGeneBrain,isPersistent
15550,Htr1a,0,0,0,1,1
15551,Htr1b,0,0,1,1,1
15552,Htr1d,0,0,0,1,1
15557,Htr1f,0,0,0,1,1
15559,Htr2b,0,0,0,1,1
15560,Htr2c,0,0,1,1,1
15561,Htr3a,0,0,1,1,1
15562,Htr4,0,0,0,1,1
15563,Htr5a,0,0,1,1,1
15564,Htr5b,0,0,0,1,1
15565,Htr6,0,0,0,1,1
15566,Htr7,0,0,1,1,1
15567,Slc6a4,0,0,0,1,1
15896,Icam2,0,0,0,1,1
15898,Icam5,0,0,1,1,1
15901,Id1,1,0,0,1,1
15902,Id2,1,0,0,1,1
15903,Id3,1,0,0,1,1
15904,Id4,1,0,0,1,1
15959,Ifit3,0,0,0,1,1
16000,Igf1,0,0,1,1,1
16001,Igf1r,0,0,0,1,1
16002,Igf2,0,0,0,1,1
16006,Igfbp1,0,0,0,1,1
16007,Cyr61,1,0,0,1,1
16008,Igfbp2,1,0,0,1,1
16009,Igfbp3,0,0,0,1,1
16010,Igfbp4,0,0,0,1,0
16011,Igfbp5,1,0,0,1,1
16012,Igfbp6,0,0,0,1,1
16164,Il13ra1,1,0,0,1,1
16170,Il16,0,0,0,1,1
16177,Il1r1,0,0,0,1,1
16195,Il6st,1,0,0,1,1
16322,Inha,0,0,1,1,1
16323,Inhba,0,0,0,1,1
16324,Inhbb,1,0,0,1,1
16325,Inhbc,0,0,0,1,1
16326,Inhbe,0,0,0,1,1
16329,Inpp1,0,0,1,1,1
16337,Insr,1,0,0,1,1
16348,Invs,1,0,0,1,1
16362,Irf1,1,0,0,1,1
16363,Irf2,0,0,0,1,0
16370,Irs4,0,0,1,1,1
16371,Irx1,0,1,0,1,1
16372,Irx2,0,0,0,1,1
16373,Irx3,0,0,0,1,1
16400,Itga3,0,0,1,1,1
16401,Itga4,0,0,0,1,1
16409,Itgam,0,0,0,1,1
16410,Itgav,1,0,0,1,1
16412,Itgb1,0,1,0,1,1
16416,Itgb3,0,0,0,1,1
16423,Cd47,0,1,0,1,1
16426,Itih3,1,0,0,1,1
16429,Itln1,0,0,0,1,1
16438,Itpr1,0,0,1,1,1
16443,Itsn1,1,0,1,1,1
16449,Jag1,0,0,0,1,0
16450,Jag2,0,0,0,1,1
16469,Jrk,0,0,0,1,1
16476,Jun,1,0,0,1,1
16478,Jund,0,0,0,1,1
16485,Kcna1,0,1,0,1,1
16490,Kcna2,0,0,0,1,1
16497,Kcnab1,0,0,1,1,1
16499,Kcnab3,0,0,0,1,1
16504,Kcnc3,0,0,0,1,1
16508,Kcnd2,0,0,1,1,1
16515,Kcnj12,0,0,0,1,1
16522,Kcnj6,0,0,0,1,1
16526,Kcnk2,1,0,0,1,1
16542,Kdr,0,0,0,1,1
16574,Kif5c,0,0,1,1,1
16590,Kit,0,0,1,1,1
16598,Klf2,1,0,0,1,1
16600,Klf4,1,0,0,1,1
16656,Hivep3,1,0,1,1,1
16658,Mafb,0,0,0,1,1
16728,L1cam,0,0,1,1,1
16764,Aff3,0,0,1,1,1
16772,Lama1,0,0,0,1,1
16774,Lama3,0,0,0,1,1
16777,Lamb1,0,0,0,1,0
16780,Lamb3,0,0,0,1,0
16795,Large,0,0,0,1,1
16814,Lbx1,0,0,0,1,0
16815,Lbx2,0,0,0,1,1
16825,Ldb1,0,0,0,1,1
16826,Ldb2,0,0,1,1,1
16842,Lef1,0,0,0,1,0
16847,Lepr,0,0,0,1,1
16848,Lfng,1,0,0,1,1
16852,Lgals1,1,0,0,1,1
16869,Lhx1,0,0,0,1,1
16870,Lhx2,1,0,0,1,1
16871,Lhx3,0,0,0,1,1
16872,Lhx4,0,0,0,1,1
16873,Lhx5,0,0,0,1,0
16874,Lhx6,0,0,0,1,1
16875,Lhx8,0,0,0,1,1
16876,Lhx9,0,0,1,1,1
16880,Lifr,0,0,0,1,1
16885,Limk1,0,0,0,1,1
16909,Lmo2,0,0,0,1,1
16911,Lmo4,0,0,1,1,1
16917,Lmx1b,0,0,0,1,1
16918,Mycl,0,0,0,1,1
16949,Loxl1,1,0,0,1,1
16956,Lpl,0,0,1,1,1
16970,Lrmp,0,0,0,1,1
16971,Lrp1,1,0,0,1,1
16973,Lrp5,0,0,0,1,1
16974,Lrp6,0,0,0,1,1
16975,Lrp8,1,0,0,1,1
16981,Lrrn3,0,0,0,1,1
17005,Ltk,0,0,0,1,1
17035,Lxn,1,0,0,1,1
170460,Stard5,1,0,0,1,1
170483,Grin3b,0,0,0,1,1
170571,Cntnap4,0,0,1,1,1
170676,Peg10,0,0,0,1,1
170677,Cdhr1,0,0,0,1,1
170736,Parvb,0,1,0,1,1
170738,Kcnh7,0,0,0,1,0
170745,Xpnpep2,0,0,0,1,1
170758,Rac3,0,0,1,1,1
170772,Glcci1,0,1,1,1,1
17095,Lyl1,0,0,0,1,1
17105,Lyz2,0,0,0,1,1
171171,Ntng2,0,0,0,1,1
17119,Mxd1,0,1,0,1,1
17122,Mxd4,1,0,0,1,0
17125,Smad1,0,0,0,1,1
17126,Smad2,0,0,0,1,1
17127,Smad3,0,0,0,1,1
17128,Smad4,1,0,0,1,1
17129,Smad5,1,0,0,1,1
17130,Smad6,0,0,0,1,1
17131,Smad7,0,1,0,1,1
17132,Maf,0,0,1,1,1
17134,Mafg,0,0,0,1,1
17135,Mafk,0,0,0,1,1
171469,Gpr37l1,1,0,0,1,1
17161,Maoa,1,0,0,1,1
17172,Ascl1,0,0,0,1,0
17173,Ascl2,0,0,0,1,1
17187,Max,0,0,1,1,0
17188,Maz,0,0,0,1,1
17196,Mbp,0,1,0,1,1
17201,Mc3r,0,0,0,1,1
17202,Mc4r,0,0,0,1,1
17250,Abcc1,0,1,0,1,1
17258,Mef2a,0,0,1,1,1
17260,Mef2c,0,0,1,1,1
17261,Mef2d,1,0,1,1,1
17268,Meis1,1,1,0,1,0
17285,Meox1,0,0,0,1,0
17286,Meox2,0,0,0,1,1
17289,Mertk,1,0,0,1,1
17293,Mesp2,0,0,0,1,1
17294,Mest,1,0,0,1,1
17295,Met,0,0,0,1,1
17300,Foxc1,0,0,0,1,1
17304,Mfge8,1,0,0,1,1
17311,Kitl,0,0,1,1,1
17318,Mid1,1,0,0,1,1
17341,Bhlha15,0,0,0,1,1
17342,Mitf,0,1,0,1,0
17357,Marcksl1,0,1,0,1,1
17395,Mmp9,0,0,0,1,1
17425,Foxk1,0,1,0,1,1
17428,Mnt,0,0,0,1,1
17433,Mobp,0,1,0,1,1
17441,Mog,0,1,0,1,1
17448,Mdh2,0,0,0,1,1
17476,Mpeg1,0,1,0,1,1
17536,Meis2,0,0,0,1,1
17537,Meis3,0,0,0,1,1
17681,Msc,0,0,1,1,1
17684,Cited2,0,0,1,1,1
17700,Mstn,0,0,0,1,1
17701,Msx1,1,0,0,1,1
17703,Msx3,0,0,0,1,1
17756,Map2,0,0,0,1,1
17764,Mtf1,0,1,0,1,0
17765,Mtf2,0,0,0,1,1
17859,Mxi1,1,0,0,1,1
17863,Myb,0,0,0,1,1
17864,Mybl1,0,0,0,1,1
17865,Mybl2,0,0,0,1,1
17869,Myc,1,0,0,1,1
17870,Mycs,0,0,0,1,1
17878,Myf6,0,0,0,1,0
17886,Myh9,0,0,0,1,1
17926,Myoc,1,0,0,1,1
17928,Myog,0,0,0,1,1
17932,Myt1,0,1,0,1,1
17933,Myt1l,0,0,1,1,1
17936,Nab1,0,0,0,1,1
17967,Ncam1,1,1,1,1,1
17968,Ncam2,0,1,0,1,1
17974,Nck2,0,0,1,1,1
17977,Ncoa1,1,0,0,1,1
17978,Ncoa2,0,1,0,1,1
17979,Ncoa3,0,1,0,1,1
18007,Neo1,1,0,0,1,1
18008,Nes,0,0,0,1,1
18012,Neurod1,0,0,1,1,1
18013,Neurod2,0,0,0,1,0
18014,Neurog1,0,0,0,1,1
18015,Nf1,0,0,0,1,1
18019,Nfatc2,0,0,1,1,0
18021,Nfatc3,0,1,0,1,1
18022,Nfe2,0,0,0,1,1
18023,Nfe2l1,0,0,0,1,1
18024,Nfe2l2,1,0,0,1,1
18025,Nfe2l3,0,1,0,1,1
18027,Nfia,1,0,0,1,1
18028,Nfib,1,0,0,1,1
18029,Nfic,1,0,0,1,1
18030,Nfil3,0,1,0,1,1
18032,Nfix,1,0,0,1,1
18033,Nfkb1,0,0,0,1,1
18035,Nfkbia,1,0,0,1,1
18037,Nfkbie,0,1,0,1,1
18044,Nfya,0,0,0,1,1
18045,Nfyb,0,0,1,1,1
18046,Nfyc,0,0,0,1,1
18049,Ngf,0,0,0,1,1
18053,Ngfr,0,0,0,1,1
18071,Nhlh1,0,0,0,1,1
18072,Nhlh2,0,0,1,1,1
18089,Nkx2-3,0,0,0,1,0
18092,Nkx2-6,0,0,0,1,1
18094,Nkx2-9,0,0,0,1,1
18095,Nkx3-1,0,0,0,1,1
18099,Nlk,0,1,0,1,1
18101,Nmbr,0,0,0,1,1
18109,Mycn,0,0,1,1,1
18111,Nnat,0,0,0,1,1
18119,Nodal,0,0,0,1,1
18121,Nog,0,0,0,1,1
18124,Nr4a3,0,0,1,1,1
18125,Nos1,0,0,1,1,1
18127,Nos3,0,0,0,1,1
18128,Notch1,1,0,0,1,1
18129,Notch2,1,0,0,1,1
18131,Notch3,1,0,0,1,1
18132,Notch4,0,0,0,1,1
18133,Nov,0,0,1,1,1
18142,Npas1,0,0,0,1,1
18143,Npas2,0,0,0,1,1
18155,Pnoc,0,0,1,1,1
18166,Npy1r,0,0,1,1,1
18167,Npy2r,0,0,1,1,1
18168,Npy5r,0,0,1,1,1
18171,Nr1i2,0,0,0,1,1
18183,Nrg3,0,0,1,1,1
18185,Nrl,0,0,0,1,1
18186,Nrp1,1,0,0,1,1
18188,Nrtn,0,0,0,1,1
18189,Nrxn1,1,1,0,1,1
18193,Nsd1,0,1,0,1,1
18198,Musk,0,0,0,1,1
18205,Ntf3,0,0,1,1,1
18208,Ntn1,0,0,0,1,1
18209,Ntn3,0,0,0,1,1
18211,Ntrk1,0,0,0,1,1
18212,Ntrk2,1,0,1,1,1
18213,Ntrk3,1,0,0,1,1
18214,Ddr2,1,0,0,1,1
18216,Ntsr1,0,0,1,1,0
18217,Ntsr2,1,0,0,1,1
18222,Numb,1,0,0,1,1
18223,Numbl,0,0,0,1,0
18227,Nr4a2,0,0,1,1,1
18291,Nobox,0,0,0,1,1
18292,Sebox,0,0,0,1,1
18386,Oprd1,0,0,0,1,1
18387,Oprk1,0,0,0,1,1
18390,Oprm1,0,0,0,1,1
18417,Cldn11,0,1,0,1,1
18420,Otp,0,0,0,1,1
18423,Otx1,1,0,0,1,1
18424,Otx2,1,0,0,1,1
18429,Oxt,0,0,0,1,1
18430,Oxtr,0,0,1,1,1
18432,Mybbp1a,0,0,0,1,1
18438,P2rx4,0,1,0,1,1
18439,P2rx7,1,0,0,1,1
18457,Bloc1s6,0,0,0,1,1
18472,Pafah1b1,0,1,0,1,1
18478,Pah,0,0,0,1,1
18479,Pak1,0,1,0,1,1
18488,Cntn3,0,1,1,1,1
18503,Pax1,0,0,0,1,1
18504,Pax2,0,0,0,1,1
18505,Pax3,0,0,0,1,1
18506,Pax4,0,0,0,1,0
18507,Pax5,0,0,0,1,1
18508,Pax6,1,0,0,1,1
18509,Pax7,0,0,0,1,1
18510,Pax8,0,0,0,1,1
18511,Pax9,0,0,0,1,1
18514,Pbx1,1,0,0,1,0
18515,Pbx2,0,0,1,1,1
18516,Pbx3,0,0,0,1,1
18526,Pcdh10,1,0,0,1,1
18541,Pcnt,0,0,0,1,1
18545,Pcp2,0,1,0,1,1
18546,Pcp4,0,0,1,1,1
18549,Pcsk2,0,0,1,1,1
18573,Pde1a,0,0,1,1,1
18575,Pde1c,0,1,0,1,1
18590,Pdgfa,0,1,0,1,1
18591,Pdgfb,0,0,1,1,0
18595,Pdgfra,0,1,0,1,1
18596,Pdgfrb,1,0,0,1,1
18609,Pdx1,0,0,0,1,1
18610,Pdyn,0,0,0,1,1
18612,Etv4,1,0,0,1,1
18619,Penk,0,0,0,1,1
18626,Per1,1,0,0,1,1
18627,Per2,1,0,0,1,1
18685,Phtf1,0,0,0,1,1
18708,Pik3r1,0,0,0,1,1
18736,Pou1f1,0,0,0,1,1
18740,Pitx1,0,0,0,1,1
18741,Pitx2,0,0,0,1,1
18742,Pitx3,0,0,0,1,0
18747,Prkaca,0,0,0,1,1
18751,Prkcb,0,0,0,1,1
18753,Prkcd,1,0,0,1,1
18763,Pkd1,1,0,0,1,1
18771,Pknox1,0,0,0,1,1
18798,Plcb4,0,0,1,1,0
18799,Plcd1,1,0,0,1,1
18803,Plcg1,1,0,0,1,0
18823,Plp1,0,1,0,1,1
18844,Plxna1,0,0,1,1,1
18845,Plxna2,0,0,1,1,1
18846,Plxna3,0,0,0,1,1
18854,Pml,0,0,0,1,1
18933,Prrx1,1,0,0,1,1
18935,Phox2b,0,0,0,1,1
18949,Pnn,0,0,0,1,1
18976,Pomc,0,0,0,1,1
18985,Pou2af1,0,0,0,1,0
18986,Pou2f1,1,0,0,1,1
18987,Pou2f2,0,0,0,1,1
18988,Pou2f3,0,0,0,1,1
18991,Pou3f1,0,1,0,1,1
18992,Pou3f2,1,0,0,1,1
18993,Pou3f3,1,0,0,1,1
18994,Pou3f4,1,0,0,1,1
18996,Pou4f1,0,0,0,1,1
18997,Pou4f2,0,0,0,1,1
18998,Pou4f3,0,0,0,1,1
18999,Pou5f1,0,0,0,1,1
19009,Pou6f1,0,0,0,1,1
19013,Ppara,1,0,0,1,1
19015,Ppard,0,1,0,1,1
19016,Pparg,0,0,0,1,1
19017,Ppargc1a,1,0,0,1,1
19049,Ppp1r1b,0,0,1,1,1
19055,Ppp3ca,0,0,1,1,1
19059,Ppp3r2,1,0,0,1,0
19116,Prlr,0,0,0,1,1
19122,Prnp,1,0,0,1,1
19126,Prom1,0,1,0,1,1
19127,Prop1,0,0,0,1,1
19128,Pros1,1,0,0,1,1
19130,Prox1,0,1,0,1,1
19132,Prph,0,0,0,1,1
19141,Lgmn,0,0,0,1,1
19142,Prss12,0,0,1,1,0
19164,Psen1,0,0,0,1,1
19165,Psen2,0,0,0,1,1
19197,Pspn,0,0,0,1,1
19202,Rhox6,0,0,0,1,1
19206,Ptch1,1,0,0,1,1
19211,Pten,1,0,1,1,1
19213,Ptf1a,0,0,0,1,1
19215,Ptgds,0,0,0,1,1
192198,Lrrc4,0,0,0,1,1
192199,Rspo1,1,0,0,1,1
19225,Ptgs2,0,0,0,1,1
19227,Pthlh,0,0,1,1,1
19264,Ptprc,0,0,0,1,1
19272,Ptprk,0,0,1,1,1
19273,Ptpru,0,0,0,1,1
19283,Ptprz1,1,0,0,1,1
19293,Pvalb,0,0,0,1,1
19294,Pvrl2,0,0,0,1,1
193034,Trpv1,0,0,0,1,1
19339,Rab3a,0,0,1,1,1
19353,Rac1,0,1,0,1,1
19377,Rai1,0,0,0,1,1
19378,Aldh1a2,0,0,0,1,1
19401,Rara,0,0,0,1,1
19411,Rarg,0,0,0,1,1
19417,Rasgrf1,0,0,1,1,1
19418,Rasgrf2,0,0,0,1,1
19434,Rax,0,0,0,1,1
194738,Rhox11,0,0,0,1,1
194856,Rhox4e,0,0,0,1,1
195333,Gsc2,0,0,0,1,1
195733,Grhl1,1,0,0,1,1
19645,Rb1,1,0,0,1,1
19649,Robo3,0,0,0,1,1
19664,Rbpj,0,0,0,1,1
19672,Rcn1,0,0,0,1,1
19697,Rela,0,0,0,1,1
19699,Reln,0,0,1,1,1
19708,Dpf2,0,0,0,1,1
19712,Rest,0,0,0,1,1
19713,Ret,0,0,0,1,1
19725,Rfx2,0,0,0,1,1
19736,Rgs4,0,0,1,1,1
19744,Rheb,0,0,0,1,1
19773,Rln1,0,0,0,1,1
19876,Robo1,0,0,0,1,1
19878,Rock2,0,0,0,1,1
19882,Mst1r,0,0,0,1,1
19883,Rora,1,0,0,1,1
19885,Rorc,0,0,0,1,1
20018,Polr1d,0,0,0,1,1
20042,Rps12,0,1,0,1,1
20102,Rps4x,0,0,0,1,1
20181,Rxra,1,0,0,1,1
20182,Rxrb,0,0,0,1,1
20183,Rxrg,0,0,1,1,1
20185,Ncor1,1,1,0,1,1
20186,Nr1h4,0,0,0,1,1
20187,Ryk,1,0,0,1,1
20194,S100a10,0,0,1,1,1
20203,S100b,0,1,0,1,1
20204,Prrx2,1,0,0,1,1
20230,Satb1,0,0,0,1,1
20231,Nkx1-2,0,0,0,1,1
20238,Atxn1,0,0,1,1,1
20254,Scg2,0,0,1,1,1
20255,Scg3,1,0,0,1,1
20264,Scn10a,0,0,0,1,1
20265,Scn1a,0,0,1,1,1
20271,Scn5a,0,0,0,1,1
20276,Scnn1a,0,0,0,1,1
20287,Sct,0,0,0,1,1
20312,Cx3cl1,0,0,1,1,1
20315,Cxcl12,0,1,1,1,1
20319,Sfrp2,0,0,0,1,1
20338,Sel1l,0,1,0,1,1
20345,Selplg,0,0,0,1,1
20346,Sema3a,0,0,1,1,1
20347,Sema3b,0,0,0,1,1
20348,Sema3c,0,0,1,1,1
20349,Sema3e,0,1,1,1,1
20350,Sema3f,0,0,0,1,1
20351,Sema4a,1,0,0,1,1
20353,Sema4c,0,1,0,1,1
20354,Sema4d,0,1,0,1,1
20355,Sema4f,0,1,0,1,1
20356,Sema5a,0,1,0,1,1
20357,Sema5b,0,0,0,1,0
20358,Sema6a,0,1,0,1,1
20359,Sema6b,0,0,0,1,0
20360,Sema6c,0,0,0,1,1
20361,Sema7a,0,0,0,1,1
20363,Sepp1,1,0,0,1,1
20371,Foxp3,0,0,0,1,1
20375,Spi1,0,0,0,1,0
20377,Sfrp1,1,0,0,1,0
20378,Frzb,0,0,0,1,1
20379,Sfrp4,0,0,1,1,1
20393,Sgk1,0,0,0,1,1
20394,Scg5,0,0,1,1,1
20409,Ostf1,0,1,0,1,1
20411,Sorbs1,1,0,0,1,1
20415,Shbg,0,0,0,1,1
20416,Shc1,0,0,0,1,0
20423,Shh,0,0,0,1,1
20429,Shox2,0,0,0,1,1
20464,Sim1,0,0,0,1,0
20465,Sim2,0,0,0,1,1
20471,Six1,0,0,0,1,1
20472,Six2,0,0,0,1,0
20473,Six3,0,0,0,1,0
20474,Six4,0,0,0,1,1
20475,Six5,0,0,0,1,1
20476,Six6,0,0,0,1,1
20496,Slc12a2,0,1,0,1,1
20502,Slc16a2,0,0,0,1,1
20508,Slc18a3,0,0,0,1,1
20510,Slc1a1,0,1,0,1,1
20511,Slc1a2,1,0,0,1,1
20512,Slc1a3,1,0,0,1,1
20513,Slc1a6,0,0,1,1,1
20525,Slc2a1,0,0,0,1,1
20537,Slc5a1,0,0,0,1,1
20538,Slc6a2,0,0,0,1,0
20562,Slit1,0,0,1,1,1
20563,Slit2,0,0,0,1,1
20564,Slit3,0,0,1,1,1
20586,Smarca4,0,0,0,1,1
20602,Ncor2,0,1,0,1,1
20604,Sst,0,0,1,1,1
20605,Sstr1,0,0,0,1,1
20606,Sstr2,0,0,1,1,1
20607,Sstr3,0,0,1,1,1
20608,Sstr4,0,0,1,1,1
20617,Snca,0,0,1,1,1
20618,Sncg,0,0,0,1,1
20649,Sntb1,0,0,0,1,1
20660,Sorl1,1,0,0,1,1
20661,Sort1,0,0,0,1,1
20665,Sox10,0,1,0,1,1
20666,Sox11,0,1,0,1,1
20667,Sox12,0,0,0,1,1
20668,Sox13,0,0,0,1,1
20669,Sox14,0,0,0,1,1
20670,Sox15,0,0,0,1,0
20671,Sox17,0,0,0,1,1
20672,Sox18,0,0,0,1,1
20674,Sox2,1,0,0,1,1
20677,Sox4,0,0,0,1,1
20678,Sox5,1,0,0,1,1
20679,Sox6,0,1,0,1,1
20681,Sox8,0,1,0,1,1
20682,Sox9,1,0,0,1,1
20687,Sp3,0,0,0,1,1
20689,Sall3,1,0,0,1,1
20692,Sparc,1,0,0,1,0
20714,Serpina3k,0,0,0,1,1
207165,Bptf,0,0,0,1,1
20728,Spic,0,0,0,1,1
20733,Spint2,0,0,1,1,1
20750,Spp1,0,0,0,1,1
207521,Dtx4,0,0,0,1,1
207667,Skor1,0,0,0,1,1
20778,Scarb1,0,0,0,1,1
20787,Srebf1,1,0,0,1,1
20788,Srebf2,1,0,0,1,1
207911,Mchr1,0,0,0,1,1
20807,Srf,0,0,0,1,1
208076,Pknox2,0,0,0,1,1
208104,Mlxip,0,0,0,1,1
208117,Aph1b,1,0,0,1,1
20817,Srpk2,0,0,1,1,1
208188,Ghsr,0,0,0,1,1
20833,Ssrp1,0,0,0,1,1
208439,Klhl29,0,0,1,1,0
20846,Stat1,0,1,0,1,1
20848,Stat3,1,0,0,1,1
20849,Stat4,0,0,0,1,1
20850,Stat5a,1,0,0,1,1
20851,Stat5b,1,0,0,1,1
208647,Creb3l2,0,1,0,1,1
208677,Creb3l3,0,0,0,1,1
208846,Daam1,0,1,0,1,1
20890,Wnt8a,0,0,0,1,0
20893,Bhlhe40,0,0,0,1,1
20908,Stx3,0,0,1,1,1
20924,Supt5,0,0,0,1,1
209446,Tfe3,0,0,0,1,1
209448,Hoxc10,0,0,0,1,1
20964,Syn1,0,0,1,1,1
209776,Gpr139,0,0,0,1,1
20979,Syt1,0,0,1,1,1
210044,Adcy2,1,0,0,1,1
210719,Mkx,0,0,1,1,1
210801,Unc5d,0,0,1,1,1
211134,Lzts1,0,0,0,1,0
211151,Churc1,0,1,0,1,1
211323,Nrg1,0,0,0,1,1
211586,Tfdp2,0,1,0,1,1
211924,Dsg1c,0,0,0,1,1
212108,Rln3,0,0,0,1,1
212391,Lcor,0,1,0,1,1
212398,Frat2,0,0,1,1,1
212531,Sh3bgrl2,0,0,0,1,1
212647,Aldh4a1,1,0,0,1,1
212712,Satb2,0,0,1,1,1
21333,Tac1,0,0,1,1,1
21334,Tac2,0,0,1,1,1
21336,Tacr1,0,0,0,1,1
21337,Tacr2,0,0,0,1,1
21338,Tacr3,0,0,1,1,1
21346,Tagln2,0,0,0,1,1
213469,Lgi3,0,1,0,1,1
21349,Tal1,0,0,0,1,1
21350,Tal2,0,0,0,1,0
21367,Cntn2,0,1,0,1,1
21375,Tbr1,0,0,1,1,1
213783,Plekhg1,0,1,0,1,1
213788,Chrm5,0,0,0,1,1
21384,Tbx15,0,0,0,1,1
21405,Hnf1a,0,0,0,1,1
21406,Tcf12,0,1,0,1,1
21407,Tcf15,0,0,0,1,1
214084,Slc18a2,0,0,0,1,1
21410,Hnf1b,0,0,0,1,1
214105,Sox30,0,0,0,1,1
21411,Tcf20,0,0,1,1,1
21412,Tcf21,0,0,0,1,1
21413,Tcf4,1,0,0,1,1
21414,Tcf7,0,0,0,1,1
21415,Tcf7l1,0,0,0,1,1
21416,Tcf7l2,0,1,0,1,1
21418,Tfap2a,0,0,0,1,1
21419,Tfap2b,0,0,0,1,1
21420,Tfap2c,0,0,0,1,1
21422,Tfcp2,0,0,0,1,1
21423,Tcf3,1,0,0,1,1
21425,Tfeb,0,0,0,1,1
21426,Tfec,0,0,0,1,1
21428,Mlx,0,0,0,1,1
21429,Ubtf,0,0,0,1,1
214897,Csnk1g1,0,0,1,1,1
214968,Sema6d,1,0,0,1,1
215654,Cdh12,0,0,0,1,1
216227,Slc17a8,0,0,0,1,1
216285,Alx1,0,0,0,1,1
216343,Tph2,1,0,0,1,1
216456,Gls2,0,0,0,1,1
216616,Efemp1,1,0,0,1,1
21667,Tdgf1,0,0,0,1,1
21674,Sry,0,0,0,1,1
21676,Tead1,0,0,0,1,1
21677,Tead2,1,0,0,1,1
21678,Tead3,0,0,0,1,1
216795,Wnt9a,0,0,1,1,1
21685,Tef,1,0,0,1,1
216851,Dnahc2,1,0,0,1,1
21687,Tek,0,0,0,1,1
216874,Camta2,0,0,1,1,1
217011,Nle1,0,0,0,1,1
217082,Hlf,1,0,0,1,1
217127,Kat7,0,0,0,1,1
217166,Nr1d1,1,0,0,1,1
217212,Pyy,0,0,0,1,1
217410,Trib2,1,0,0,1,1
217517,Stxbp6,0,1,0,1,1
21752,Tert,0,0,0,1,1
21780,Tfam,0,0,0,1,1
21781,Tfdp1,0,1,0,1,1
217944,Rapgef5,0,1,0,1,1
217946,Cdca7l,0,0,0,1,1
217951,Tmem196,0,0,0,1,1
21802,Tgfa,0,1,0,1,0
21803,Tgfb1,0,0,0,1,1
218030,Pou6f2,0,0,0,1,1
21807,Tsc22d1,0,0,0,1,1
21808,Tgfb2,1,0,0,1,1
21809,Tgfb3,1,0,0,1,1
21812,Tgfbr1,0,1,0,1,1
21813,Tgfbr2,0,0,0,1,0
21814,Tgfbr3,0,0,0,1,1
21815,Tgif1,0,0,0,1,1
21816,Tgm1,0,0,0,1,1
21823,Th,0,0,1,1,1
21827,Thbs3,0,1,0,1,1
21833,Thra,0,0,0,1,1
21834,Thrb,0,0,0,1,1
21844,Tiam1,0,0,1,1,1
21846,Tie1,0,0,0,1,1
21848,Trim24,0,1,0,1,1
21849,Trim28,0,0,0,1,1
218490,Btf3,0,0,0,1,1
21869,Nkx2-1,0,0,0,1,0
218772,Rarb,0,0,1,1,1
21885,Tle1,1,0,0,1,1
21887,Tle3,0,0,0,1,1
21888,Tle4,0,0,0,1,1
21907,Nr2e1,1,0,0,1,1
21908,Tlx1,0,0,0,1,1
21909,Tlx2,0,0,0,1,1
219150,Hmbox1,0,1,0,1,1
